# Annotated with Bakta
# Software: v1.11.4
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_10	cds	8277	9059	+	HENGBM_00591	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3ZEW7
contig_10	cds	9097	9813	+	HENGBM_00592	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B85D1C
contig_10	cds	9823	10461	+	HENGBM_00593	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W496
contig_10	ncRNA-region	10476	10523	+	-	39.6	3.4e-05	-	-	-	RFAM:RF01068
contig_10	cds	10545	14135	+	HENGBM_00594	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B84E60
contig_10	cds	14283	15059	-	HENGBM_00595	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B82D70
contig_10	cds	15136	16935	-	HENGBM_00596	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B8E486
contig_10	cds	17298	19253	+	HENGBM_00597	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0006D5BBC7
contig_10	cds	19905	21149	-	HENGBM_00598	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B7F57B
contig_10	cds	21216	22052	-	HENGBM_00599	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W4P2
contig_10	cds	22128	23456	-	HENGBM_00600	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0004AFB4AF
contig_10	cds	23560	24618	-	HENGBM_00601	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W467
contig_10	cds	24623	25507	-	HENGBM_00602	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W6Y3
contig_10	cds	25510	26331	-	HENGBM_00603	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3ZCR0
contig_10	cds	26335	28281	-	HENGBM_00604	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3ZG50
contig_10	cds	28770	29483	+	HENGBM_00605	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3ZD04
contig_10	cds	29585	30373	-	HENGBM_00606	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI003008A32D
contig_10	cds	30370	34917	-	HENGBM_00607	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B91985
contig_10	cds	35012	35890	-	HENGBM_00608	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W4A6
contig_10	cds	35923	36105	-	HENGBM_00609	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W5J6
contig_10	cds	36151	36510	-	HENGBM_00610	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B813CD
contig_10	cds	36559	36957	-	HENGBM_00611	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W5C4
contig_10	cds	37038	37667	+	HENGBM_00612	-	-	-	-	-	-
contig_10	cds	37807	40680	+	HENGBM_00613	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B89B08
contig_10	cds	40697	41347	+	HENGBM_00614	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B8C5F8
contig_10	cds	41424	42152	-	HENGBM_00615	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B8B1B3
contig_10	cds	42302	42784	+	HENGBM_00616	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B8F1E0
contig_10	cds	42874	43053	+	HENGBM_00617	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W6Z3
contig_10	cds	43204	43533	-	HENGBM_00618	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3ZCR5
contig_10	cds	43957	45165	+	HENGBM_00619	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3ZG55
contig_10	cds	45180	46784	+	HENGBM_00620	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3ZD08
contig_10	cds	46812	47387	+	HENGBM_00621	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_K0C7H3
contig_10	cds	47415	48296	+	HENGBM_00622	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B83DD9
contig_10	cds	48523	49215	-	HENGBM_00623	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W4B7
contig_10	cds	49249	49500	-	HENGBM_00624	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W5K7
contig_10	cds	49605	50354	+	HENGBM_00625	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W1L3
contig_10	cds	50359	50973	+	HENGBM_00626	394.0	9.2e-139	1.0	1.0	0.956	UniRef:UniRef90_K0C7G9
contig_10	cds	51069	52121	+	HENGBM_00627	671.0	2.6e-243	1.0	1.0	0.980	UniRef:UniRef90_K0C9Y0
contig_10	cds	52127	53017	+	HENGBM_00628	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B91737
contig_10	cds	53299	53886	+	HENGBM_00629	345.0	1.1e-119	1.0	1.0	0.954	UniRef:UniRef90_K0CCX1
contig_10	cds	53900	55663	+	HENGBM_00630	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W586
contig_10	cds	55697	56065	+	HENGBM_00631	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W495
contig_10	cds	56060	57100	-	HENGBM_00632	688.0	2.6e-250	1.0	1.0	0.948	UniRef:UniRef90_K0C9X7
contig_10	cds	57382	57957	+	HENGBM_00633	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B84670
contig_10	cds	57973	59505	+	HENGBM_00634	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3ZG58
contig_10	cds	59639	60268	-	HENGBM_00635	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3ZD13
contig_10	cds	60268	61548	-	HENGBM_00636	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3ZEY4
contig_10	cds	61857	62609	+	HENGBM_00637	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B8A492
contig_10	cds	62726	63562	+	HENGBM_00638	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W4C5
contig_10	cds	63645	64226	+	HENGBM_00639	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W5L8
contig_10	cds	64362	65594	+	HENGBM_00640	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W1M3
contig_10	cds	65664	65981	+	HENGBM_00641	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W5E3
contig_10	cds	66042	66716	-	HENGBM_00642	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_K0C7F8
contig_10	cds	66925	67935	+	HENGBM_00643	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B842D8
contig_10	cds	67978	69429	-	HENGBM_00644	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B84CA9
contig_10	cds	69660	70121	+	HENGBM_00645	307.0	7.9e-106	1.0	1.0	0.980	UniRef:UniRef90_K0CCV8
contig_10	cds	69997	70707	-	HENGBM_00646	464.0	7.5e-165	1.0	0.929	0.975	UniRef:UniRef90_K0CA55
contig_10	cds	70898	71935	+	HENGBM_00647	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B8F4F4
contig_10	cds	72261	72731	+	HENGBM_00648	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W712
contig_10	cds	72960	73673	+	HENGBM_00649	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B85C0E
contig_10	cds	73789	74757	-	HENGBM_00650	616.0	1.3e-222	1.0	1.0	0.960	UniRef:UniRef90_K0CCV3
contig_10	cds	74759	75187	-	HENGBM_00651	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3ZD17
contig_10	cds	75168	75761	-	HENGBM_00652	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B82F72
contig_10	cds	76102	77439	+	HENGBM_00653	871.0	0.0	1.0	1.0	0.989	UniRef:UniRef90_K0C9V9
contig_10	cds	77575	78576	+	HENGBM_00654	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W4D4
contig_10	cds	78577	79416	+	HENGBM_00655	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B86D6E
contig_10	cds	79426	80103	-	HENGBM_00656	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B86741
contig_10	cds	80100	80654	-	HENGBM_00657	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B89C48
contig_10	cds	80768	82765	-	HENGBM_00658	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B7F63B
contig_10	cds	83001	83801	+	HENGBM_00659	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W5F4
contig_10	cds	83816	84910	+	HENGBM_00660	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W639
contig_10	cds	85028	86017	+	HENGBM_00661	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W6M8
contig_10	cds	85989	86477	+	HENGBM_00662	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W4T2
contig_10	cds	86525	87400	+	HENGBM_00663	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B9119E
contig_10	cds	87624	88907	-	HENGBM_00664	814.0	1.3e-297	0.951	1.0	1.0	UniRef:UniRef90_UPI0003B7FD15
contig_10	cds	88948	90087	-	HENGBM_00665	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00047D7C56
contig_10	cds	90328	91521	-	HENGBM_00666	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00047AF065
contig_10	cds	91582	93129	-	HENGBM_00667	1040.0	0.0	1.0	1.0	0.994	UniRef:UniRef90_UPI00047A3894
contig_10	cds	93360	94862	-	HENGBM_00668	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0006D5CBB3
contig_10	cds	94873	95322	-	HENGBM_00669	288.0	2.1e-98	1.0	0.961	1.0	UniRef:UniRef90_UPI0009DF42B9
contig_10	cds	95344	96297	-	HENGBM_00670	605.0	2.3e-218	1.0	1.0	0.991	UniRef:UniRef90_UPI00047C032A
contig_10	cds	96420	97370	-	HENGBM_00671	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B90F88
contig_10	cds	97524	97964	-	HENGBM_00672	297.0	3.0e-102	1.0	1.0	0.979	UniRef:UniRef90_K0CA40
contig_10	cds	98320	99789	+	HENGBM_00673	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W721
contig_10	cds	99889	100272	+	HENGBM_00674	234.0	1.1e-77	1.016	1.0	0.899	UniRef:UniRef90_K0C9V2
contig_10	cds	100383	101249	+	HENGBM_00675	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3ZG66
contig_10	cds	101265	102938	+	HENGBM_00676	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0004798813
contig_10	cds	102967	104721	+	HENGBM_00677	1028.0	0.0	0.998	0.998	0.967	UniRef:UniRef90_K0CA36
contig_10	cds	105066	106523	+	HENGBM_00678	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3ZHK1
contig_10	cds	106618	107229	-	HENGBM_00679	384.0	9.4e-135	1.005	0.981	0.980	UniRef:UniRef90_K0C9U7
contig_10	cds	107398	109845	+	HENGBM_00680	1569.0	0.0	1.031	1.0	0.930	UniRef:UniRef90_K0CCG5
contig_10	cds	109901	110404	+	HENGBM_00681	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3ZCX6
contig_10	cds	110410	111414	+	HENGBM_00682	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3ZGA2
contig_10	cds	111625	112482	+	HENGBM_00683	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00047B43B1
contig_10	cds	112556	113812	+	HENGBM_00684	798.0	1.8e-291	1.0	1.0	0.988	UniRef:UniRef90_K0C9U5
contig_10	cds	113902	114696	+	HENGBM_00685	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B8377D
contig_10	cds	114686	115060	+	HENGBM_00686	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B92229
contig_10	cds	115142	115612	+	HENGBM_00687	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W249
contig_10	cds	115717	117648	+	HENGBM_00688	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0006D5BABC
contig_10	cds	117645	118790	+	HENGBM_00689	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B8E2F0
contig_10	cds	118918	119964	+	HENGBM_00690	662.0	7.1e-240	1.0	1.0	0.963	UniRef:UniRef90_K0CCG0
contig_10	cds	119964	120914	+	HENGBM_00691	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B91056
contig_10	cds	121046	122212	+	HENGBM_00692	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B887E5
contig_10	cds	122212	123075	+	HENGBM_00693	561.0	3.8e-202	1.0	1.0	0.979	UniRef:UniRef90_K0C7D2
contig_10	cds	123103	123375	+	HENGBM_00694	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_K0C9T8
contig_10	cds	123395	124063	+	HENGBM_00695	449.0	8.2e-160	1.0	1.0	0.986	UniRef:UniRef90_K0CCF5
contig_10	cds	124152	125156	+	HENGBM_00696	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3ZCY2
contig_10	cds	125163	125663	-	HENGBM_00697	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3ZGA6
contig_10	cds	125763	126941	+	HENGBM_00698	698.0	1.4e-252	0.987	0.987	0.969	UniRef:UniRef90_K0C7C7
contig_10	cds	126944	127303	-	HENGBM_00699	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B91C46
contig_10	cds	127686	129203	+	HENGBM_00700	975.0	0.0	0.984	1.0	0.976	UniRef:UniRef90_A0A9Q3VXP4
contig_10	cds	129272	129937	+	HENGBM_00701	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W1Z9
contig_10	cds	130009	130188	+	HENGBM_00702	115.0	8.0e-33	1.0	1.0	0.983	UniRef:UniRef90_K0CA15
contig_10	cds	130322	130753	+	HENGBM_00703	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W259
contig_10	cds	130992	131681	+	HENGBM_00704	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W2Q1
contig_10	cds	131671	132054	+	HENGBM_00705	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W0Y8
contig_10	cds	132051	132548	+	HENGBM_00706	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001F1E87A2
contig_10	cds	132545	133357	+	HENGBM_00707	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W0E7
contig_11	cds	22	687	+	HENGBM_00708	363.0	2.5e-126	0.860	1.0	0.995	UniRef:UniRef90_A0A2T1AFF5
contig_11	cds	771	1598	-	HENGBM_00709	529.0	2.3e-189	1.0	0.948	0.985	UniRef:UniRef90_UPI0029432F59
contig_12	cds	190	1542	+	HENGBM_00710	-	-	-	-	-	-
contig_12	cds	1458	1682	-	HENGBM_00711	140.0	5.6e-42	1.0	0.851	0.973	UniRef:UniRef90_K0CJB0
contig_12	cds	1624	2634	-	HENGBM_00712	590.0	2.4e-212	0.908	0.981	0.990	UniRef:UniRef90_K0CGS5
contig_12	cds	2652	3095	-	HENGBM_00713	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_K0CDU4
contig_12	cds	3430	3813	-	HENGBM_00714	-	-	-	-	-	-
contig_13	cds	191	694	+	HENGBM_00715	-	-	-	-	-	-
contig_13	cds	734	1096	-	HENGBM_00716	-	-	-	-	-	-
contig_14	cds	111	428	+	HENGBM_00717	-	-	-	-	-	-
contig_14	cds	759	1034	-	HENGBM_00718	107.0	1.5e-28	0.934	0.955	0.682	UniRef:UniRef90_UPI0022790126
contig_15	cds	703	1035	-	HENGBM_00719	137.0	3.6e-40	0.855	0.989	0.745	UniRef:UniRef90_UPI0034E96918
contig_16	cds	289	876	+	HENGBM_00720	360.0	3.8e-125	0.995	0.894	0.907	UniRef:UniRef90_A0A132BWR4
contig_16	cds	962	1294	+	HENGBM_00721	207.0	7.2e-68	1.0	1.0	0.991	UniRef:UniRef90_A0A2T1A990
contig_17	cds	5	487	+	HENGBM_00722	-	-	-	-	-	-
contig_18	cds	89	427	+	HENGBM_00723	-	-	-	-	-	-
contig_18	cds	420	578	+	HENGBM_00724	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0P1GLZ2
contig_18	cds	1108	1545	-	HENGBM_00725	-	-	-	-	-	-
contig_19	cds	22	843	+	HENGBM_00726	282.0	2.0e-92	0.868	0.940	0.603	UniRef:UniRef90_UPI002722493B
contig_20	cds	1	402	+	HENGBM_00727	212.0	1.6e-68	0.992	0.805	0.788	UniRef:UniRef90_UPI002286AABA
contig_20	cds	453	1037	-	HENGBM_00728	348.0	6.0e-121	1.0	1.0	0.969	UniRef:UniRef90_A0A9Q3W9T3
contig_20	cds	1063	2238	-	HENGBM_00729	644.0	2.0e-231	1.0	1.0	0.910	UniRef:UniRef90_UPI000BCB1277
contig_20	cds	2328	2981	-	HENGBM_00730	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B8B180
contig_20	cds	3096	3461	-	HENGBM_00731	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W7Z7
contig_20	cds	3465	4349	-	HENGBM_00732	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0009B63122
contig_20	cds	4519	4938	-	HENGBM_00733	196.0	4.3e-62	1.007	0.881	0.664	UniRef:UniRef90_A0A3S5DL76
contig_21	cds	132	605	+	HENGBM_00734	267.0	3.4e-90	0.847	1.0	0.977	UniRef:UniRef90_UPI0021CD6A95
contig_21	cds	620	4258	+	HENGBM_00735	1613.0	0.0	1.029	1.027	0.697	UniRef:UniRef90_UPI0003B8165D
contig_21	cds	4997	5569	-	HENGBM_00736	-	-	-	-	-	-
contig_21	cds	6185	6460	-	HENGBM_00737	110.0	1.1e-29	1.044	1.0	0.853	UniRef:UniRef90_UPI0015F2DBC9
contig_21	cds	7090	7443	+	HENGBM_00738	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_K0CGM4
contig_21	cds	7567	8490	-	HENGBM_00739	492.0	6.6e-174	1.0	1.0	0.779	UniRef:UniRef90_A0A3D9XYC0
contig_21	cds	8614	9504	+	HENGBM_00740	421.0	2.3e-146	0.993	0.987	0.707	UniRef:UniRef90_A0A916RKK5
contig_21	cds	10166	10855	-	HENGBM_00741	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W3S0
contig_21	cds	11334	12269	-	HENGBM_00742	591.0	5.0e-213	0.994	0.984	0.916	UniRef:UniRef90_K0CGW8
contig_21	cds	12361	12825	-	HENGBM_00743	296.0	2.0e-101	0.981	1.0	0.987	UniRef:UniRef90_UPI0006D81245
contig_21	cds	13021	14412	+	HENGBM_00744	939.0	0.0	1.0	0.998	0.994	UniRef:UniRef90_UPI00119D40B8
contig_21	cds	14492	16330	-	HENGBM_00745	1206.0	0.0	1.0	1.0	0.993	UniRef:UniRef90_UPI0006D5B8E2
contig_21	cds	16332	16865	-	HENGBM_00746	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0006D5B7F3
contig_21	cds	17111	18511	+	HENGBM_00747	877.0	0.0	1.0	1.0	0.996	UniRef:UniRef90_UPI0006D5C2EC
contig_21	cds	18590	19921	-	HENGBM_00748	879.0	0.0	1.0	1.0	0.989	UniRef:UniRef90_UPI0006D5C1CB
contig_21	cds	19945	20922	-	HENGBM_00749	643.0	3.5e-233	1.0	1.0	0.991	UniRef:UniRef90_UPI0006D5C754
contig_21	cds	20999	21406	-	HENGBM_00750	267.0	1.0e-90	1.0	1.0	0.993	UniRef:UniRef90_UPI0006D5CE30
contig_21	cds	21430	22266	-	HENGBM_00751	602.0	1.8e-218	1.0	1.0	0.989	UniRef:UniRef90_UPI0006D5C7EC
contig_21	cds	22638	23267	+	HENGBM_00752	403.0	4.2e-142	1.0	1.0	0.981	UniRef:UniRef90_UPI0006D76D64
contig_21	cds	23262	24161	-	HENGBM_00753	562.0	7.8e-202	0.980	0.967	0.935	UniRef:UniRef90_K0CGM7
contig_21	cds	24186	25286	-	HENGBM_00754	697.0	6.4e-253	0.981	0.923	0.955	UniRef:UniRef90_A0A9Q3W610
contig_21	cds	25637	26392	+	HENGBM_00755	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B85227
contig_21	cds	26537	26794	+	HENGBM_00756	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B90F6D
contig_21	cds	26843	27106	-	HENGBM_00757	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3ZCK4
contig_21	cds	27249	27911	-	HENGBM_00758	393.0	1.3e-137	1.0	1.0	0.936	UniRef:UniRef90_K0CBD6
contig_21	cds	28145	28876	-	HENGBM_00759	451.0	4.3e-160	0.934	0.991	0.960	UniRef:UniRef90_K0CEW8
contig_21	cds	29218	29832	-	HENGBM_00760	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W3C2
contig_21	cds	30066	30560	-	HENGBM_00761	321.0	7.0e-111	1.030	1.0	0.935	UniRef:UniRef90_A0A9Q3W4M5
contig_21	cds	30845	31087	+	HENGBM_00762	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_K0CE36
contig_21	cds	31849	33165	+	HENGBM_00763	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0004CF83BF
contig_21	cds	33175	36717	+	HENGBM_00764	1488.0	0.0	1.019	1.031	0.656	UniRef:UniRef90_K0CEX0
contig_21	cds	36936	37463	-	HENGBM_00765	267.0	2.9e-89	1.0	1.0	0.731	UniRef:UniRef90_UPI00135A1EDD
contig_21	cds	37529	38098	-	HENGBM_00766	332.0	1.5e-114	1.005	1.0	0.963	UniRef:UniRef90_UPI00047B566E
contig_21	cds	38572	39267	-	HENGBM_00767	451.0	2.8e-160	1.0	1.0	0.965	UniRef:UniRef90_K0CEX3
contig_21	cds	39513	40505	-	HENGBM_00768	659.0	2.9e-239	1.0	1.0	0.997	UniRef:UniRef90_K0CGY3
contig_21	cds	40785	41948	-	HENGBM_00769	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0009B6ECA5
contig_21	cds	41945	43123	-	HENGBM_00770	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0009B6755C
contig_21	cds	43156	43974	-	HENGBM_00771	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0009B6BC7C
contig_21	cds	44031	44822	-	HENGBM_00772	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0024E1D651
contig_21	cds	44815	45003	-	HENGBM_00773	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0024E1B2CE
contig_21	cds	45054	45764	+	HENGBM_00774	454.0	3.6e-161	1.0	1.0	0.987	UniRef:UniRef90_A0A9Q3ZCK7
contig_21	cds	45787	46995	-	HENGBM_00775	814.0	4.2e-298	1.0	1.0	0.985	UniRef:UniRef90_A0A9Q3ZEF6
contig_21	cds	46985	48148	-	HENGBM_00776	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3ZH95
contig_21	cds	48182	48949	-	HENGBM_00777	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0009B62C57
contig_21	cds	48939	50162	-	HENGBM_00778	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0009C3047C
contig_21	cds	50194	50895	-	HENGBM_00779	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W0L8
contig_21	cds	50888	51655	-	HENGBM_00780	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W4J8
contig_21	cds	51636	53591	-	HENGBM_00781	1226.0	0.0	1.0	1.0	0.997	UniRef:UniRef90_A0A9Q3W535
contig_21	cds	53672	54925	-	HENGBM_00782	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W5L2
contig_21	cds	54969	56702	-	HENGBM_00783	1169.0	0.0	1.0	1.0	0.997	UniRef:UniRef90_A0A9Q3W3U0
contig_21	cds	57090	57332	-	HENGBM_00784	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W4F5
contig_21	cds	57536	58369	-	HENGBM_00785	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W3A9
contig_21	cds	58409	59182	-	HENGBM_00786	499.0	1.8e-178	1.0	1.0	0.938	UniRef:UniRef90_A0A9Q3W630
contig_21	cds	59322	61235	-	HENGBM_00787	1164.0	0.0	1.0	1.0	0.981	UniRef:UniRef90_K0CEX6
contig_21	cds	61340	62008	-	HENGBM_00788	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3ZFT8
contig_21	cds	62117	63346	+	HENGBM_00789	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3ZCL3
contig_21	cds	63502	64509	-	HENGBM_00790	615.0	3.7e-222	0.910	0.990	0.980	UniRef:UniRef90_K0CE46
contig_21	cds	64611	65507	+	HENGBM_00791	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B838AD
contig_21	cds	65791	66882	+	HENGBM_00792	689.0	1.6e-249	1.0	0.943	0.970	UniRef:UniRef90_K0CEX8
contig_21	cds	66995	68146	-	HENGBM_00793	699.0	2.5e-253	1.0	1.0	0.961	UniRef:UniRef90_UPI0006D5CB44
contig_21	cds	68148	69563	-	HENGBM_00794	917.0	0.0	1.002	1.0	0.968	UniRef:UniRef90_UPI0024E1E0E9
contig_21	cds	69757	70287	+	HENGBM_00795	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W4P3
contig_21	cds	70388	71158	-	HENGBM_00796	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0006D5B83A
contig_21	cds	71454	73478	-	HENGBM_00797	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W4L1
contig_21	cds	73478	74422	-	HENGBM_00798	626.0	7.5e-227	1.0	1.0	0.978	UniRef:UniRef90_K0CBF2
contig_21	cds	74448	75356	-	HENGBM_00799	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_K0CEY1
contig_21	cds	75450	76661	-	HENGBM_00800	787.0	2.1e-287	1.0	1.0	0.985	UniRef:UniRef90_K0CGZ5
contig_21	cds	76679	78202	-	HENGBM_00801	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W4G2
contig_21	cds	78218	78724	-	HENGBM_00802	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_K0CE54
contig_21	cds	78967	79608	-	HENGBM_00803	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0009B5F21A
contig_21	cds	79707	80960	-	HENGBM_00804	764.0	4.5e-278	1.002	1.0	0.940	UniRef:UniRef90_K0CEY5
