# Annotated with Bakta
# Software: v1.11.4
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_10	cds	83001	83801	+	HENGBM_00659	cysW	sulfate ABC transporter permease subunit CysW	COG:COG4208, COG:P, GO:0005886, GO:0015419, GO:0055052, GO:1902358, KEGG:K02047, RefSeq:WP_022996063.1, SO:0001217, UniParc:UPI0003B8C76A, UniRef:UniRef100_A0A9Q3W5F4, UniRef:UniRef50_A0A198GFY9, UniRef:UniRef90_K0CA46
contig_10	cds	83816	84910	+	HENGBM_00660	cysA	Sulfate ABC transporter, ATPase subunit	COG:COG1118, COG:P, RefSeq:WP_022996062.1, SO:0001217, UniParc:UPI0003B8BBB8, UniRef:UniRef100_A0A9Q3W639, UniRef:UniRef50_P16676, UniRef:UniRef90_K0C7E8
contig_10	cds	85028	86017	+	HENGBM_00661	phoH	PhoH-like protein	COG:COG1702, COG:T, KEGG:K06217, RefSeq:WP_022996061.1, SO:0001217, UniParc:UPI0003B823D8, UniRef:UniRef100_A0A9Q3W6M8, UniRef:UniRef50_N8UU25, UniRef:UniRef90_K0C9V5
contig_10	cds	85989	86477	+	HENGBM_00662	ybeY	rRNA maturation RNase YbeY	COG:COG0319, COG:J, GO:0004540, GO:0042254, GO:0046872, RefSeq:WP_022996060.1, SO:0001217, UniParc:UPI0003B913A7, UniRef:UniRef100_A0A9Q3W4T2, UniRef:UniRef50_Q0VN64, UniRef:UniRef90_K0CCH0
contig_10	cds	86525	87400	+	HENGBM_00663	corC	Magnesium and cobalt efflux protein CorC	COG:COG4535, COG:P, RefSeq:WP_022996059.1, SO:0001217, UniParc:UPI0003B9119E, UniRef:UniRef100_UPI0003B9119E, UniRef:UniRef50_A0A1H3H6H1, UniRef:UniRef90_K0CCU7
contig_10	cds	87624	88907	-	HENGBM_00664		serine hydrolase	SO:0001217, UniRef:UniRef50_F8GSN1, UniRef:UniRef90_UPI0003B7FD15
contig_10	cds	88948	90087	-	HENGBM_00665		porin	RefSeq:WP_026949577.1, SO:0001217, UniParc:UPI00047D7C56, UniRef:UniRef100_UPI00047D7C56, UniRef:UniRef50_K0CFN0, UniRef:UniRef90_UPI0006D5BDA1
contig_10	cds	90328	91521	-	HENGBM_00666		acyl-CoA dehydrogenase family protein	RefSeq:WP_026949576.1, SO:0001217, UniParc:UPI00047AF065, UniRef:UniRef100_UPI00047AF065, UniRef:UniRef50_A0A933PKQ8, UniRef:UniRef90_UPI0006D5C629
contig_10	cds	91582	93129	-	HENGBM_00667		long-chain fatty acid--CoA ligase	SO:0001217, UniRef:UniRef50_A0A369WVR3, UniRef:UniRef90_UPI00047A3894
contig_10	cds	93360	94862	-	HENGBM_00668		tripartite tricarboxylate transporter permease	KEGG:K07793, RefSeq:WP_055098748.1, SO:0001217, UniParc:UPI0006D5CBB3, UniRef:UniRef100_UPI0006D5CBB3, UniRef:UniRef50_A0A918DS63, UniRef:UniRef90_UPI000BD02CBC
contig_10	cds	94873	95322	-	HENGBM_00669	tctB	tripartite tricarboxylate transporter TctB family protein	KEGG:K07794, SO:0001217, UniRef:UniRef50_A0A395R6K2, UniRef:UniRef90_UPI0009DF42B9
contig_10	cds	95344	96297	-	HENGBM_00670		tripartite tricarboxylate transporter substrate binding protein	SO:0001217, UniRef:UniRef50_UPI0019326822, UniRef:UniRef90_UPI00047C032A
contig_10	cds	96420	97370	-	HENGBM_00671	lysR	LysR family transcriptional regulator	RefSeq:WP_022996051.1, SO:0001217, UniParc:UPI0003B90F88, UniRef:UniRef100_UPI0003B90F88, UniRef:UniRef50_A0A9Q3UHU3, UniRef:UniRef90_UPI0003B90F88
contig_10	cds	97524	97964	-	HENGBM_00672	cynS	cyanase	COG:COG1513, COG:P, EC:4.2.1.104, GO:0008824, GO:0009439, KEGG:K01725, SO:0001217, UniRef:UniRef50_Q12GT8, UniRef:UniRef90_K0CA40
contig_10	cds	98320	99789	+	HENGBM_00673	lnt	apolipoprotein N-acyltransferase	COG:COG0815, COG:M, EC:2.3.1.269, GO:0016020, GO:0016410, GO:0042158, KEGG:K03820, RefSeq:WP_026949573.1, SO:0001217, UniParc:UPI00047DB938, UniRef:UniRef100_A0A9Q3W721, UniRef:UniRef50_K0C7E4, UniRef:UniRef90_K0C7E4
contig_10	cds	99889	100272	+	HENGBM_00674		SnoaL-like domain-containing protein	SO:0001217, UniRef:UniRef50_K0C9V2
contig_10	cds	100383	101249	+	HENGBM_00675	gloB	Metallo-beta-lactamase family protein	COG:COG0491, COG:R, RefSeq:WP_022996047.1, SO:0001217, UniParc:UPI0003B80E82, UniRef:UniRef100_A0A9Q3ZG66, UniRef:UniRef50_A0A2Z4UJ21, UniRef:UniRef90_K0CCG7
contig_10	cds	101265	102938	+	HENGBM_00676		Beta-lactamase hydrolase-family protein	COG:COG3453, COG:R, RefSeq:WP_026949571.1, SO:0001217, UniParc:UPI0004798813, UniRef:UniRef100_UPI0004798813, UniRef:UniRef50_A0A7W6LX18, UniRef:UniRef90_K0CCU3
contig_10	cds	102967	104721	+	HENGBM_00677	sUL1	Sulfate transporter, permease protein, putative	COG:COG0659, COG:P, KEGG:K03321, SO:0001217, UniRef:UniRef50_A0A059E0Y8, UniRef:UniRef90_K0CA36
contig_10	cds	105066	106523	+	HENGBM_00678	citT	Na/dicarboxylate cotransporter-like protein	COG:COG0471, COG:G, RefSeq:WP_022996044.1, SO:0001217, UniParc:UPI0003B903D7, UniRef:UniRef100_A0A9Q3ZHK1, UniRef:UniRef50_A0A653S2N5, UniRef:UniRef90_K0C7E2
contig_10	cds	106618	107229	-	HENGBM_00679	elyC	DUF218 domain-containing protein	COG:COG1434, COG:M, SO:0001217, UniRef:UniRef50_K0C9U7, UniRef:UniRef90_K0C9U7
contig_10	cds	107398	109845	+	HENGBM_00680	leuS	leucine--tRNA ligase	COG:COG0495, COG:J, EC:6.1.1.4, GO:0000166, GO:0004823, GO:0005524, GO:0006429, KEGG:K01869, SO:0001217, UniRef:UniRef50_Q3SG58, UniRef:UniRef90_K0CCG5
contig_10	cds	109901	110404	+	HENGBM_00681	lptE	LPS-assembly lipoprotein LptE	COG:COG2980, COG:M, KEGG:K03643, RefSeq:WP_022996041.1, SO:0001217, UniParc:UPI0003B7E4A1, UniRef:UniRef100_A0A9Q3ZCX6, UniRef:UniRef50_A0A9Q3UJA5, UniRef:UniRef90_K0CCT9
contig_10	cds	110410	111414	+	HENGBM_00682	holA	DNA polymerase III subunit delta	COG:COG1466, COG:L, EC:2.7.7.7, GO:0003677, GO:0003887, GO:0006260, RefSeq:WP_022996040.1, SO:0001217, UniParc:UPI0003B801F3, UniRef:UniRef100_A0A9Q3ZGA2, UniRef:UniRef50_K0CA32, UniRef:UniRef90_K0CA32
contig_10	cds	111625	112482	+	HENGBM_00683	yktD	Class I SAM-dependent methyltransferase	COG:COG3315, COG:Q, RefSeq:WP_026949568.1, SO:0001217, UniParc:UPI00047B43B1, UniRef:UniRef100_UPI00047B43B1, UniRef:UniRef50_A0A0B4XS93, UniRef:UniRef90_A0A9Q3W0G4
contig_10	cds	112556	113812	+	HENGBM_00684	proA	glutamate-5-semialdehyde dehydrogenase	COG:COG0014, COG:E, EC:1.2.1.41, GO:0004350, GO:0006561, GO:0016620, KEGG:K00147, SO:0001217, UniRef:UniRef50_Q7VWZ0, UniRef:UniRef90_K0C9U5
contig_10	cds	113902	114696	+	HENGBM_00685	nadD	nicotinate-nucleotide adenylyltransferase	COG:COG1057, COG:H, EC:2.7.7.18, GO:0009435, GO:0016779, RefSeq:WP_022996037.1, SO:0001217, UniParc:UPI0003B8377D, UniRef:UniRef100_UPI0003B8377D, UniRef:UniRef50_K0CCG1, UniRef:UniRef90_K0CCG1
contig_10	cds	114686	115060	+	HENGBM_00686	rsfS	ribosome silencing factor	COG:COG0799, COG:J, GO:0017148, GO:0043022, RefSeq:WP_022996036.1, SO:0001217, UniParc:UPI0003B92229, UniRef:UniRef100_UPI0003B92229, UniRef:UniRef50_A3JA69, UniRef:UniRef90_A0A9Q3W1Y8
contig_10	cds	115142	115612	+	HENGBM_00687	rlmH	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH	COG:COG1576, COG:J, EC:2.1.1.177, GO:0006364, GO:0008168, KEGG:K00783, RefSeq:WP_080530565.1, SO:0001217, UniParc:UPI0009B6CB1A, UniRef:UniRef100_A0A9Q3W249, UniRef:UniRef50_Q88DL7, UniRef:UniRef90_K0CA28
contig_10	cds	115717	117648	+	HENGBM_00688	mrdA	penicillin-binding protein 2	COG:COG0768, COG:DM, EC:3.4.16.4, GO:0003824, GO:0008658, GO:0009252, GO:0016020, KEGG:K05515, RefSeq:WP_055098753.1, SO:0001217, UniParc:UPI0006D5BABC, UniRef:UniRef100_UPI0006D5BABC, UniRef:UniRef50_Q0VN45, UniRef:UniRef90_K0C7D5
contig_10	cds	117645	118790	+	HENGBM_00689	rodA	rod shape-determining protein RodA	COG:COG0772, COG:D, GO:0008360, GO:0016020, KEGG:K05837, RefSeq:WP_022996033.1, SO:0001217, UniParc:UPI0003B8E2F0, UniRef:UniRef100_UPI0003B8E2F0, UniRef:UniRef50_A0A839V0S5, UniRef:UniRef90_K0C9U2
contig_10	cds	118918	119964	+	HENGBM_00690	mltB	lytic murein transglycosylase B	COG:COG2951, COG:M, EC:4.2.2.29, GO:0009253, GO:0016757, KEGG:K08305, SO:0001217, UniRef:UniRef50_Q0VN43, UniRef:UniRef90_K0CCG0
contig_10	cds	119964	120914	+	HENGBM_00691	rlpA	Endolytic peptidoglycan transglycosylase RlpA	COG:COG0797, COG:M, EC:4.2.2.29, KEGG:K03642, RefSeq:WP_022996031.1, SO:0001217, UniParc:UPI0003B91056, UniRef:UniRef100_UPI0003B91056, UniRef:UniRef50_K0CCT1, UniRef:UniRef90_K0CCT1
contig_10	cds	121046	122212	+	HENGBM_00692	dacC	serine-type D-Ala-D-Ala carboxypeptidase	COG:COG1686, COG:M, EC:3.4.16.4, KEGG:K07258, RefSeq:WP_022996030.1, SO:0001217, UniParc:UPI0003B887E5, UniRef:UniRef100_UPI0003B887E5, UniRef:UniRef50_A0A1S2D8M4, UniRef:UniRef90_K0CA23
contig_10	cds	122212	123075	+	HENGBM_00693	ilvE	D-alanine aminotransferase	COG:COG0115, COG:EH, EC:2.6.1.21, KEGG:K00824, SO:0001217, UniRef:UniRef50_A0A2E8G0T4, UniRef:UniRef90_K0C7D2
contig_10	cds	123103	123375	+	HENGBM_00694	ybeD	UPF0250 protein	COG:COG2921, COG:T, RefSeq:WP_014993439.1, SO:0001217, UniParc:UPI000286B4EA, UniRef:UniRef100_K0C9T8, UniRef:UniRef50_B4WWK1, UniRef:UniRef90_K0C9T8
contig_10	cds	123395	124063	+	HENGBM_00695	lipB	lipoyl(octanoyl) transferase LipB	COG:COG0321, COG:H, EC:2.3.1.181, GO:0009249, GO:0033819, SO:0001217, UniRef:UniRef50_Q5E6V8, UniRef:UniRef90_K0CCF5
contig_10	cds	124152	125156	+	HENGBM_00696	lipA	lipoyl synthase	COG:COG0320, COG:H, EC:2.8.1.8, GO:0009107, GO:0016992, GO:0051539, GO:1904047, KEGG:K03644, RefSeq:WP_022996027.1, SO:0001217, UniParc:UPI0003B8545F, UniRef:UniRef100_A0A9Q3ZCY2, UniRef:UniRef50_P60716, UniRef:UniRef90_K0CCS7
contig_10	cds	125163	125663	-	HENGBM_00697	marR	Transcriptional regulator, MarR family protein	COG:COG1846, COG:K, RefSeq:WP_022996026.1, SO:0001217, UniParc:UPI0003B8888A, UniRef:UniRef100_A0A9Q3ZGA6, UniRef:UniRef50_A0AAD2F945, UniRef:UniRef90_K0CA20
contig_10	cds	125763	126941	+	HENGBM_00698	cynX	Transport protein	COG:COG2807, COG:P, SO:0001217, UniRef:UniRef50_A0A4P1K2C5, UniRef:UniRef90_K0C7C7
contig_10	cds	126944	127303	-	HENGBM_00699		Putative transmembrane protein	RefSeq:WP_022996024.1, SO:0001217, UniParc:UPI0003B91C46, UniRef:UniRef100_UPI0003B91C46, UniRef:UniRef50_E6WTA3, UniRef:UniRef90_K0C9T4
contig_10	cds	127686	129203	+	HENGBM_00700	dacB	D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase	COG:COG2027, COG:M, EC:3.4.16.4, EC:3.4.21.-, GO:0004175, GO:0009002, GO:0009252, KEGG:K07259, SO:0001217, UniRef:UniRef50_A0A6N7LRR2, UniRef:UniRef90_A0A9Q3VXP4
contig_10	cds	129272	129937	+	HENGBM_00701	gstA	Glutathione S-transferase domain protein	COG:COG0625, COG:O, RefSeq:WP_022996022.1, SO:0001217, UniParc:UPI0003B90779, UniRef:UniRef100_A0A9Q3W1Z9, UniRef:UniRef50_B9TGQ7, UniRef:UniRef90_K0CCS5
contig_10	cds	130009	130188	+	HENGBM_00702		hypothetical protein	SO:0001217, UniRef:UniRef50_K0CA15, UniRef:UniRef90_K0CA15
contig_10	cds	130322	130753	+	HENGBM_00703	nlpE	Copper resistance protein NlpE N-terminal domain-containing protein	RefSeq:WP_022996020.1, SO:0001217, UniParc:UPI0003B81F2A, UniRef:UniRef100_A0A9Q3W259, UniRef:UniRef50_Q0VN34, UniRef:UniRef90_K0C7C3
contig_10	cds	130992	131681	+	HENGBM_00704	tolQ	Transporter, MotA/TolQ/ExbB proton channel family protein	COG:COG0811, COG:U, RefSeq:WP_022996019.1, SO:0001217, UniParc:UPI0003B914ED, UniRef:UniRef100_A0A9Q3W2Q1, UniRef:UniRef50_K0C9T1, UniRef:UniRef90_K0C9T1
contig_10	cds	131671	132054	+	HENGBM_00705	exbD	Biopolymer transporter ExbD	COG:COG0848, COG:U, RefSeq:WP_022996018.1, SO:0001217, UniParc:UPI0003B88DB6, UniRef:UniRef100_A0A9Q3W0Y8, UniRef:UniRef50_A0A0B4XSB3, UniRef:UniRef90_A0A9Q3W0Y8
contig_10	cds	132051	132548	+	HENGBM_00706	exbD	Ferric siderophore transport system,innermembrane protein E	COG:COG0848, COG:U, RefSeq:WP_233916916.1, SO:0001217, UniParc:UPI001F1E87A2, UniRef:UniRef100_UPI001F1E87A2, UniRef:UniRef50_K0CCS1, UniRef:UniRef90_K0CCS1
contig_10	cds	132545	133357	+	HENGBM_00707	tonB	Protein TonB	COG:COG0810, COG:M, KEGG:K03832, RefSeq:WP_022996016.1, SO:0001217, UniParc:UPI0003B84AF1, UniRef:UniRef100_A0A9Q3W0E7, UniRef:UniRef50_Q0VN30, UniRef:UniRef90_K0CA12
contig_11	cds	22	687	+	HENGBM_00708		Las17-binding protein actin regulator	SO:0001217, UniRef:UniRef50_A0A1L9NZW9, UniRef:UniRef90_A0A2T1AFF5
contig_11	cds	771	1598	-	HENGBM_00709		NAD(P)-dependent oxidoreductase	SO:0001217, UniRef:UniRef50_A0A0N8K788, UniRef:UniRef90_UPI0029432F59
contig_12	cds	190	1542	+	HENGBM_00710		hypothetical protein	
contig_12	cds	1458	1682	-	HENGBM_00711	ftsL	cell division protein FtsL	COG:COG3116, COG:D, GO:0000910, GO:0016020, KEGG:K03586, SO:0001217, UniRef:UniRef50_A0A0B4XLE4, UniRef:UniRef90_K0CJB0
contig_12	cds	1624	2634	-	HENGBM_00712	rsmH	16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH	COG:COG0275, COG:J, EC:2.1.1.199, GO:0016434, KEGG:K03438, SO:0001217, UniRef:UniRef50_G2J909, UniRef:UniRef90_K0CGS5
contig_12	gap	1718	1719	.				
contig_12	cds	2652	3095	-	HENGBM_00713	mraZ	division/cell wall cluster transcriptional repressor MraZ	COG:COG2001, COG:J, GO:0003700, GO:0006355, RefSeq:WP_014995825.1, SO:0001217, UniParc:UPI000286BAB0, UniRef:UniRef100_K0CDU4, UniRef:UniRef50_Q0VS11, UniRef:UniRef90_K0CDU4
contig_12	cds	3430	3813	-	HENGBM_00714		hypothetical protein	PFAM:PF00753.33, PFAM:PF19583.5
contig_13	cds	191	694	+	HENGBM_00715		hypothetical protein	
contig_13	cds	734	1096	-	HENGBM_00716		hypothetical protein	
contig_14	cds	111	428	+	HENGBM_00717		hypothetical protein	
contig_14	cds	759	1034	-	HENGBM_00718		ABC transporter permease subunit	SO:0001217, UniRef:UniRef50_UPI0022790126
contig_15	cds	703	1035	-	HENGBM_00719	ccmF	cytochrome c-type biogenesis CcmF C-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_UPI0034E96918
contig_16	cds	289	876	+	HENGBM_00720		adenylate kinase	EC:2.7.4.3, GO:0005524, GO:0006139, GO:0019205, SO:0001217, UniRef:UniRef50_A0A0M6XN02, UniRef:UniRef90_A0A132BWR4
contig_16	cds	962	1294	+	HENGBM_00721		DUF898 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1P8UR32, UniRef:UniRef90_A0A2T1A990
contig_17	cds	5	487	+	HENGBM_00722		hypothetical protein	
contig_18	cds	89	427	+	HENGBM_00723		hypothetical protein	
contig_18	cds	420	578	+	HENGBM_00724		Lipoprotein	RefSeq:WP_024096575.1, SO:0001217, UniParc:UPI0003D6C197, UniRef:UniRef100_A0A0P1GLZ2, UniRef:UniRef50_A0A0P1GLZ2, UniRef:UniRef90_A0A0P1GLZ2
contig_18	cds	1108	1545	-	HENGBM_00725		hypothetical protein	
contig_19	cds	22	843	+	HENGBM_00726		hypothetical protein	PFAM:PF00905.27
contig_19	gap	836	836	.				
contig_20	cds	1	402	+	HENGBM_00727		Aquaporin	SO:0001217, UniRef:UniRef50_A0A4P2PXE7
contig_20	cds	453	1037	-	HENGBM_00728		DUF4190 domain-containing protein	SO:0001217, UniRef:UniRef50_K0C9M5, UniRef:UniRef90_A0A9Q3W9T3
contig_20	cds	1063	2238	-	HENGBM_00729		DUF4190 domain-containing protein	SO:0001217, UniRef:UniRef50_K0C7A9, UniRef:UniRef90_UPI000BCB1277
contig_20	cds	2328	2981	-	HENGBM_00730		DUF4190 domain-containing protein	RefSeq:WP_022996615.1, SO:0001217, UniParc:UPI0003B8B180, UniRef:UniRef100_UPI0003B8B180, UniRef:UniRef50_K0C4X5, UniRef:UniRef90_A0A9Q3W834
contig_20	cds	3096	3461	-	HENGBM_00731		SecDF P1 head subdomain domain-containing protein	RefSeq:WP_080530148.1, SO:0001217, UniParc:UPI0004B7E022, UniRef:UniRef100_A0A9Q3W7Z7, UniRef:UniRef50_A0A9Q3W7Z7, UniRef:UniRef90_A0A9Q3W7Z7
contig_20	cds	3465	4349	-	HENGBM_00732	ytpQ	DUF1444 domain-containing protein	COG:COG4848, COG:R, RefSeq:WP_080530149.1, SO:0001217, UniParc:UPI0009B63122, UniRef:UniRef100_UPI0009B63122, UniRef:UniRef50_K0C7B8, UniRef:UniRef90_K0C7B8
contig_20	cds	4519	4938	-	HENGBM_00733		hypothetical protein	
contig_21	cds	132	605	+	HENGBM_00734		outer membrane protein transport protein	SO:0001217, UniRef:UniRef50_UPI00189193B5, UniRef:UniRef90_UPI0021CD6A95
contig_21	cds	620	4258	+	HENGBM_00735		Ig-like domain-containing protein	SO:0001217, UniRef:UniRef50_A0A9Q3W3B3
contig_21	cds	4997	5569	-	HENGBM_00736		hypothetical protein	
contig_21	cds	6185	6460	-	HENGBM_00737		Putative transposase	SO:0001217, UniRef:UniRef50_K0CGW4
contig_21	cds	7090	7443	+	HENGBM_00738		Transcriptional regulator-like protein	COG:COG4190, COG:K, RefSeq:WP_244902850.1, SO:0001217, UniParc:UPI0006D5C6CB, UniRef:UniRef100_K0CGM4, UniRef:UniRef50_A0A375JED5, UniRef:UniRef90_K0CGM4
contig_21	cds	7567	8490	-	HENGBM_00739		hypothetical protein	PFAM:PF00326.27, PFAM:PF01738.24, PFAM:PF12146.15, PFAM:PF12697.13
contig_21	cds	8614	9504	+	HENGBM_00740		Putative transcriptional regulator	SO:0001217, UniRef:UniRef50_Q01610
contig_21	cds	10166	10855	-	HENGBM_00741	rAYT	Transposase IS200-like protein	COG:COG1943, COG:X, RefSeq:WP_022996372.1, SO:0001217, UniParc:UPI0003B854DC, UniRef:UniRef100_A0A9Q3W3S0, UniRef:UniRef50_K0CEW3, UniRef:UniRef90_K0CEW3
contig_21	cds	11334	12269	-	HENGBM_00742	gloB	Lactamase B	COG:COG0491, COG:R, SO:0001217, UniRef:UniRef50_F7QR54, UniRef:UniRef90_K0CGW8
contig_21	cds	12361	12825	-	HENGBM_00743		thioesterase family protein	EC:3.1.2.-, KEGG:K07107, SO:0001217, UniRef:UniRef50_A0A095ULC2, UniRef:UniRef90_UPI0006D81245
contig_21	cds	13021	14412	+	HENGBM_00744		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI00119D40B8, UniRef:UniRef90_UPI00119D40B8
contig_21	cds	14492	16330	-	HENGBM_00745		SDR family NAD(P)-dependent oxidoreductase	SO:0001217, UniRef:UniRef50_UPI0006D5B8E2, UniRef:UniRef90_UPI0006D5B8E2
contig_21	cds	16332	16865	-	HENGBM_00746		2,4'-dihydroxyacetophenone dioxygenase family protein	EC:1.13.11.41, KEGG:K05913, RefSeq:WP_055099626.1, SO:0001217, UniParc:UPI0006D5B7F3, UniRef:UniRef100_UPI0006D5B7F3, UniRef:UniRef50_A0A1C9WC21, UniRef:UniRef90_UPI0006D5B7F3
contig_21	cds	17111	18511	+	HENGBM_00747		MFS transporter	SO:0001217, UniRef:UniRef50_R7XAI4, UniRef:UniRef90_UPI0006D5C2EC
contig_21	cds	18590	19921	-	HENGBM_00748		FAD-binding oxidoreductase	SO:0001217, UniRef:UniRef50_Q0KDB7, UniRef:UniRef90_UPI0006D5C1CB
contig_21	cds	19945	20922	-	HENGBM_00749		Dihydrodipicolinate reductase N-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_A0A5P1UTF8, UniRef:UniRef90_UPI0006D5C754
contig_21	cds	20999	21406	-	HENGBM_00750	ridA	RidA family protein	SO:0001217, UniRef:UniRef50_Q0S5U8, UniRef:UniRef90_UPI0006D5CE30
contig_21	cds	21430	22266	-	HENGBM_00751		phytanoyl-CoA dioxygenase family protein	SO:0001217, UniRef:UniRef50_A0A7W8W7B5, UniRef:UniRef90_UPI0006D5C7EC
contig_21	cds	22638	23267	+	HENGBM_00752		TetR/AcrR family transcriptional regulator	SO:0001217, UniRef:UniRef50_Q46P79, UniRef:UniRef90_UPI0006D76D64
contig_21	cds	23262	24161	-	HENGBM_00753	lysR	Transcriptional regulator, LysR family protein	COG:COG0583, COG:K, KEGG:K03566, SO:0001217, UniRef:UniRef50_K0CGM7, UniRef:UniRef90_K0CGM7
contig_21	cds	24186	25286	-	HENGBM_00754		DUF2855 domain-containing protein	SO:0001217, UniRef:UniRef50_K0CE28, UniRef:UniRef90_A0A9Q3W610
contig_21	cds	25637	26392	+	HENGBM_00755	fabG	SDR family oxidoreductase	COG:COG1028, COG:I, GO:0016491, RefSeq:WP_022996368.1, SO:0001217, UniParc:UPI0003B85227, UniRef:UniRef100_UPI0003B85227, UniRef:UniRef50_A0A1B9ELT7, UniRef:UniRef90_K0CBD3
contig_21	cds	26537	26794	+	HENGBM_00756		hypothetical protein	RefSeq:WP_022996367.1, SO:0001217, UniParc:UPI0003B90F6D, UniRef:UniRef100_UPI0003B90F6D, UniRef:UniRef50_K0CEW4, UniRef:UniRef90_UPI0009B6C6E7
contig_21	cds	26843	27106	-	HENGBM_00757		Putative transposase	RefSeq:WP_158548996.1, SO:0001217, UniParc:UPI000BD21FC8, UniRef:UniRef100_A0A9Q3ZCK4, UniRef:UniRef50_K0CE31, UniRef:UniRef90_K0CE31
contig_21	cds	27249	27911	-	HENGBM_00758	arsR	Rhodanese-like protein	COG:COG0640, COG:K, SO:0001217, UniRef:UniRef50_A0A0P8CSL0, UniRef:UniRef90_K0CBD6
contig_21	cds	28145	28876	-	HENGBM_00759		Transposase-like protein	SO:0001217, UniRef:UniRef50_K0CEW8, UniRef:UniRef90_K0CEW8
contig_21	cds	29218	29832	-	HENGBM_00760		Transposase	RefSeq:WP_051414502.1, SO:0001217, UniParc:UPI000685964D, UniRef:UniRef100_A0A9Q3W3C2, UniRef:UniRef50_A0A9Q3W3C2, UniRef:UniRef90_A0A9Q3W3C2
contig_21	cds	30066	30560	-	HENGBM_00761	eco	serine protease inhibitor ecotin	COG:COG4574, COG:O, GO:0004867, KEGG:K08276, SO:0001217, UniRef:UniRef50_A0A383RUE6, UniRef:UniRef90_A0A9Q3W4M5
contig_21	cds	30845	31087	+	HENGBM_00762		hypothetical protein	RefSeq:WP_014994944.1, SO:0001217, UniParc:UPI000286C0FF, UniRef:UniRef100_K0CE36, UniRef:UniRef50_K0CE36, UniRef:UniRef90_K0CE36
contig_21	cds	31849	33165	+	HENGBM_00763	fadL	Outer membrane protein transport protein (OMPP1/FadL/TodX)	COG:COG2067, COG:I, RefSeq:WP_031228678.1, SO:0001217, UniParc:UPI0004CF83BF, UniRef:UniRef100_UPI0004CF83BF, UniRef:UniRef50_K0CGM1, UniRef:UniRef90_K0CBD9
contig_21	cds	33175	36717	+	HENGBM_00764	sbsA	SbsA Ig-like domain-containing protein	SO:0001217, UniRef:UniRef50_K0CEX0
contig_21	cds	36936	37463	-	HENGBM_00765		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0012DEE9EE
contig_21	cds	37529	38098	-	HENGBM_00766		PPE-repeat protein	SO:0001217, UniRef:UniRef50_K0CBE2, UniRef:UniRef90_UPI00047B566E
contig_21	cds	38572	39267	-	HENGBM_00767	rAYT	Transposase IS200-family protein	COG:COG1943, COG:X, SO:0001217, UniRef:UniRef50_K0CEX3, UniRef:UniRef90_K0CEX3
contig_21	cds	39513	40505	-	HENGBM_00768	ssuD	Luciferase-like monooxygenase family protein	COG:COG2141, COG:HR, SO:0001217, UniRef:UniRef50_A0A920CPY3, UniRef:UniRef90_K0CGY3
contig_21	cds	40785	41948	-	HENGBM_00769		Acyl-CoA dehydrogenase family protein	RefSeq:WP_080531110.1, SO:0001217, UniParc:UPI0009B6ECA5, UniRef:UniRef100_UPI0009B6ECA5, UniRef:UniRef50_A0A916UGJ9, UniRef:UniRef90_A0A9Q3W399
contig_21	cds	41945	43123	-	HENGBM_00770		Acyl-CoA dehydrogenase family protein	RefSeq:WP_080531111.1, SO:0001217, UniParc:UPI0009B6755C, UniRef:UniRef100_UPI0009B6755C, UniRef:UniRef50_A0A9Q3W620, UniRef:UniRef90_A0A9Q3W620
contig_21	cds	43156	43974	-	HENGBM_00771		enoyl-CoA hydratase	EC:4.2.1.17, RefSeq:WP_080531112.1, SO:0001217, UniParc:UPI0009B6BC7C, UniRef:UniRef100_UPI0009B6BC7C, UniRef:UniRef50_A0A9Q3ZC93, UniRef:UniRef90_A0A9Q3ZC93
contig_21	cds	44031	44822	-	HENGBM_00772		Enoyl-CoA hydratase	RefSeq:WP_284455054.1, SO:0001217, UniParc:UPI0024E1D651, UniRef:UniRef100_UPI0024E1D651, UniRef:UniRef50_A0A1Q3KXZ9, UniRef:UniRef90_A0A9Q3ZFT4
contig_21	cds	44815	45003	-	HENGBM_00773		hypothetical protein	RefSeq:WP_284455055.1, SO:0001217, UniParc:UPI0024E1B2CE, UniRef:UniRef100_UPI0024E1B2CE, UniRef:UniRef50_UPI0024E1B2CE, UniRef:UniRef90_UPI0024E1B2CE
contig_21	cds	45054	45764	+	HENGBM_00774	gntR	GntR family transcriptional regulator	KEGG:K13654, SO:0001217, UniRef:UniRef50_A0A916UAM4, UniRef:UniRef90_A0A9Q3ZCK7
contig_21	cds	45787	46995	-	HENGBM_00775		Acyl-CoA dehydrogenase family protein	SO:0001217, UniRef:UniRef50_A0A1N7CD90, UniRef:UniRef90_A0A9Q3ZEF6
